    um         	nN
1.602668e+000	-6.722853e+000
1.602838e+000	-6.708690e+000
1.603207e+000	-6.690215e+000
1.603176e+000	-6.680362e+000
1.602231e+000	-6.690215e+000
1.601313e+000	-6.699453e+000
1.601025e+000	-6.695142e+000
1.601023e+000	-6.684673e+000
1.600763e+000	-6.679746e+000
1.600390e+000	-6.677283e+000
1.599358e+000	-6.688984e+000
1.598469e+000	-6.697605e+000
1.597752e+000	-6.702531e+000
1.596721e+000	-6.714232e+000
1.595346e+000	-6.733322e+000
1.594601e+000	-6.738865e+000
1.595313e+000	-6.713000e+000
1.595797e+000	-6.692062e+000
1.594908e+000	-6.700684e+000
1.594106e+000	-6.707458e+000
1.594418e+000	-6.690215e+000
1.594330e+000	-6.681594e+000
1.594471e+000	-6.668046e+000
1.593982e+000	-6.668046e+000
1.593180e+000	-6.674820e+000
1.591834e+000	-6.693294e+000
1.591002e+000	-6.700684e+000
1.590256e+000	-6.706226e+000
1.589168e+000	-6.719159e+000
1.588222e+000	-6.729012e+000
1.587877e+000	-6.725932e+000
1.588160e+000	-6.709306e+000
1.588873e+000	-6.683441e+000
1.589214e+000	-6.665583e+000
1.588697e+000	-6.666198e+000
1.588437e+000	-6.661272e+000
1.587320e+000	-6.674820e+000
1.585345e+000	-6.706842e+000
1.583656e+000	-6.732706e+000
1.582396e+000	-6.749334e+000
1.582479e+000	-6.737017e+000
1.582591e+000	-6.724085e+000
1.581960e+000	-6.727164e+000
1.581643e+000	-6.723469e+000
1.581613e+000	-6.713616e+000
1.581210e+000	-6.711768e+000
1.580607e+000	-6.714232e+000
1.580605e+000	-6.703763e+000
1.580489e+000	-6.695757e+000
1.580515e+000	-6.684673e+000
1.580141e+000	-6.682209e+000
1.579253e+000	-6.690831e+000
1.578164e+000	-6.703763e+000
1.576589e+000	-6.727164e+000
1.575272e+000	-6.745023e+000
1.574269e+000	-6.756107e+000
1.574066e+000	-6.749949e+000
1.574150e+000	-6.737633e+000
1.574062e+000	-6.729012e+000
1.574431e+000	-6.710537e+000
1.575373e+000	-6.679746e+000
1.575685e+000	-6.662503e+000
1.575683e+000	-6.652034e+000
1.575337e+000	-6.648956e+000
1.574077e+000	-6.665583e+000
1.572988e+000	-6.678515e+000
1.571385e+000	-6.702531e+000
1.568895e+000	-6.745639e+000
1.567292e+000	-6.769656e+000
1.566146e+000	-6.783819e+000
1.566315e+000	-6.769656e+000
1.567685e+000	-6.729628e+000
1.568970e+000	-6.691447e+000
1.570254e+000	-6.653266e+000
1.571424e+000	-6.617549e+000
1.571565e+000	-6.604001e+000
1.570076e+000	-6.625555e+000
1.568015e+000	-6.659425e+000
1.565640e+000	-6.700068e+000
1.563922e+000	-6.726548e+000
1.562061e+000	-6.756107e+000
1.560372e+000	-6.781971e+000
1.559684e+000	-6.786282e+000
1.561197e+000	-6.743175e+000
1.563797e+000	-6.676667e+000
1.565339e+000	-6.632944e+000
1.565679e+000	-6.615086e+000
1.565306e+000	-6.612622e+000
1.563616e+000	-6.638487e+000
1.560955e+000	-6.685289e+000
1.558608e+000	-6.725317e+000
1.556404e+000	-6.762265e+000
1.554544e+000	-6.791824e+000
1.554627e+000	-6.779509e+000
1.555569e+000	-6.748718e+000
1.556338e+000	-6.721622e+000
1.557594e+000	-6.684057e+000
1.559365e+000	-6.635408e+000
1.559906e+000	-6.613238e+000
1.558789e+000	-6.626786e+000
1.557414e+000	-6.645876e+000
1.554838e+000	-6.690831e+000
1.551862e+000	-6.744407e+000
1.550574e+000	-6.761650e+000
1.550486e+000	-6.753028e+000
1.550426e+000	-6.743791e+000
1.550567e+000	-6.730243e+000
1.551194e+000	-6.706226e+000
1.551335e+000	-6.692678e+000
1.550503e+000	-6.700068e+000
1.550215e+000	-6.695757e+000
1.549984e+000	-6.690215e+000
1.549324e+000	-6.693910e+000
1.548321e+000	-6.704995e+000
1.547547e+000	-6.711153e+000
1.547373e+000	-6.704379e+000
1.546570e+000	-6.711153e+000
1.545939e+000	-6.714232e+000
1.545966e+000	-6.703147e+000
1.545334e+000	-6.706226e+000
1.544188e+000	-6.720390e+000
1.543300e+000	-6.729012e+000
1.542840e+000	-6.728396e+000
1.542552e+000	-6.724085e+000
1.542721e+000	-6.709921e+000
1.543291e+000	-6.687136e+000
1.544089e+000	-6.659425e+000
1.544516e+000	-6.639718e+000
1.543856e+000	-6.643413e+000
1.542567e+000	-6.660656e+000
1.540678e+000	-6.690831e+000
1.539189e+000	-6.712384e+000
1.537929e+000	-6.729012e+000
1.536697e+000	-6.745023e+000
1.536352e+000	-6.741943e+000
1.537264e+000	-6.711768e+000
1.538863e+000	-6.666814e+000
1.539690e+000	-6.638487e+000
1.539917e+000	-6.623091e+000
1.540143e+000	-6.607696e+000
1.539369e+000	-6.613854e+000
1.537108e+000	-6.652034e+000
1.534190e+000	-6.704379e+000
1.531929e+000	-6.742559e+000
1.530154e+000	-6.770271e+000
1.528922e+000	-6.786282e+000
1.529634e+000	-6.760418e+000
1.531262e+000	-6.714848e+000
1.532404e+000	-6.679746e+000
1.533974e+000	-6.635408e+000
1.533943e+000	-6.625555e+000
1.533741e+000	-6.619397e+000
1.532195e+000	-6.642181e+000
1.529362e+000	-6.692678e+000
1.526157e+000	-6.751181e+000
1.524668e+000	-6.772734e+000
1.524265e+000	-6.770887e+000
1.524721e+000	-6.750565e+000
1.526234e+000	-6.707458e+000
1.527376e+000	-6.672356e+000
1.527602e+000	-6.656961e+000
1.527686e+000	-6.644645e+000
1.527397e+000	-6.640334e+000
1.526023e+000	-6.659425e+000
1.524248e+000	-6.687136e+000
1.522644e+000	-6.711153e+000
1.522013e+000	-6.714232e+000
1.521239e+000	-6.720390e+000
1.521237e+000	-6.709921e+000
1.522207e+000	-6.678515e+000
1.522433e+000	-6.663119e+000
1.522174e+000	-6.658193e+000
1.521943e+000	-6.652650e+000
1.521026e+000	-6.661887e+000
1.519622e+000	-6.681594e+000
1.518248e+000	-6.700684e+000
1.517302e+000	-6.710537e+000
1.515842e+000	-6.731475e+000
1.515153e+000	-6.735785e+000
1.515151e+000	-6.725317e+000
1.515206e+000	-6.713616e+000
1.515003e+000	-6.707458e+000
1.515144e+000	-6.693910e+000
1.515199e+000	-6.682209e+000
1.514940e+000	-6.677283e+000
1.514165e+000	-6.683441e+000
1.512877e+000	-6.700684e+000
1.511588e+000	-6.717927e+000
1.510642e+000	-6.727780e+000
1.509782e+000	-6.735785e+000
1.508493e+000	-6.753028e+000
1.508805e+000	-6.735785e+000
1.509404e+000	-6.712384e+000
1.509373e+000	-6.702531e+000
1.509113e+000	-6.697605e+000
1.508854e+000	-6.692678e+000
1.508823e+000	-6.682825e+000
1.508049e+000	-6.688984e+000
1.507303e+000	-6.694526e+000
1.506071e+000	-6.710537e+000
1.504239e+000	-6.739481e+000
1.502979e+000	-6.756107e+000
1.503177e+000	-6.741328e+000
1.503289e+000	-6.728396e+000
1.502915e+000	-6.725932e+000
1.502570e+000	-6.722853e+000
1.502996e+000	-6.703147e+000
1.503337e+000	-6.685289e+000
1.503907e+000	-6.662503e+000
1.503362e+000	-6.663735e+000
1.502073e+000	-6.680978e+000
1.501556e+000	-6.681594e+000
1.500410e+000	-6.695757e+000
1.498949e+000	-6.716695e+000
1.497546e+000	-6.736401e+000
1.496972e+000	-6.738249e+000
1.497170e+000	-6.723469e+000
1.496510e+000	-6.727164e+000
1.496479e+000	-6.717311e+000
1.497564e+000	-6.683441e+000
1.497933e+000	-6.664967e+000
1.498188e+000	-6.648956e+000
1.497872e+000	-6.645261e+000
1.497240e+000	-6.648340e+000
1.496152e+000	-6.661272e+000
1.494949e+000	-6.676667e+000
1.493574e+000	-6.695757e+000
1.492285e+000	-6.713000e+000
1.491168e+000	-6.726548e+000
1.491051e+000	-6.718543e+000
1.491392e+000	-6.700684e+000
1.492076e+000	-6.675436e+000
1.492074e+000	-6.664967e+000
1.491014e+000	-6.677283e+000
1.490611e+000	-6.675436e+000
1.489923e+000	-6.679746e+000
1.489206e+000	-6.684673e+000
1.488146e+000	-6.696989e+000
1.487085e+000	-6.709306e+000
1.486426e+000	-6.713000e+000
1.485680e+000	-6.718543e+000
1.485163e+000	-6.719159e+000
1.484360e+000	-6.725932e+000
1.484358e+000	-6.715464e+000
1.484127e+000	-6.709921e+000
1.483639e+000	-6.709921e+000
1.483408e+000	-6.704379e+000
1.483463e+000	-6.692678e+000
1.483203e+000	-6.687752e+000
1.483344e+000	-6.674204e+000
1.483027e+000	-6.670509e+000
1.483139e+000	-6.657577e+000
1.482823e+000	-6.653882e+000
1.481019e+000	-6.682209e+000
1.479387e+000	-6.706842e+000
1.478070e+000	-6.724701e+000
1.477067e+000	-6.735785e+000
1.476521e+000	-6.737017e+000
1.476576e+000	-6.725317e+000
1.476688e+000	-6.712384e+000
1.476486e+000	-6.706226e+000
1.476713e+000	-6.690831e+000
1.477025e+000	-6.673588e+000
1.476794e+000	-6.668046e+000
1.476306e+000	-6.668046e+000
